step,opt_time,step_time,diff_norm
0,-1,67,0
1,-1,4,0
2,-1,45,0
3,-1,5,0
4,170,45,0
5,-1,69,0
6,-1,5,0
7,-1,42,0
8,-1,5,0
9,167,42,0
10,-1,197,1.265470904293059
11,-1,26,1.265470904293059
12,-1,1,1.265470904293059
13,-1,43,1.265470904293059
14,-1,5,1.265470904293059
15,327,50,1.265470904293059
