step,opt_time,step_time,diff_norm
0,NaN,NaN,81.81886660205562
1,-1,9,4.559414934515081
2,-1,3,4.721624073420443
3,-1,1,11.64532861991682
4,-1,1,31.19851680144657
5,-1,0,39.12959625184525
6,-1,1,51.22656246677844
7,-1,1,66.34232331894943
8,-1,0,82.21110210425164
9,-1,1,95.37381358897785
10,-1,2,109.28206316712398
11,-1,0,131.9937035090507
12,-1,1,134.72817169644676
13,-1,0,148.71481388026342
14,-1,1,163.37343018917946
15,-1,0,173.3596228715638
16,-1,0,184.78667430795386
17,-1,1,180.90618175710065
18,-1,0,183.67459758279688
19,-1,0,193.64696244338595
20,-1,0,2.066657288146506
21,-1,2,8.512906497780746
22,-1,1,23.008912874673218
23,-1,0,27.601730294270148
24,-1,0,30.722153864344307
25,-1,0,31.67540408465399
26,-1,0,35.387152076947174
27,-1,1,46.42226200377284
28,-1,0,56.04796062091618
29,-1,1,56.634906612243746
30,-1,0,63.2585490178338
31,-1,0,73.35962473875313
32,-1,0,84.65621696069607
33,-1,1,95.4558581500161
34,-1,0,111.23894515057138
35,-1,0,112.42409915433127
36,-1,0,123.2859205483717
37,-1,0,143.41553112920215
38,-1,0,144.44181534636792
39,-1,0,153.33829465864105
40,-1,1,163.93707233510696
41,-1,0,181.0242096278748
42,-1,0,192.70597848406658
43,-1,0,194.7684581156584
44,-1,0,205.0207949405824
45,-1,1,220.80576752913944
46,-1,0,232.99384867893733
47,-1,0,245.99974213269257
48,-1,0,259.4005093068163
49,-1,0,265.5827670554568
50,-1,1,270.5687115992771
51,-1,0,278.40778999461384
52,-1,0,284.510551827148
53,-1,0,299.82004355953836
54,-1,1,299.85125320593966
55,-1,0,307.65576710773684
56,-1,0,315.0850961387839
57,-1,0,319.8829966723476
58,-1,0,332.57118424916825
59,-1,0,341.26806463964994
60,-1,1,349.45594122688357
61,-1,0,362.8205734241295
62,-1,0,360.8361148464208
63,-1,0,369.08411175127526
64,-1,0,381.19940497467854
65,-1,1,389.7622961137499
66,-1,0,397.13106642668504
67,-1,0,405.128427417684
68,-1,1,406.0398510815663
69,-1,0,412.7976108285941
70,-1,0,420.01046317481837
71,-1,0,428.80739829772335
72,-1,0,434.0092263887954
73,-1,0,438.7492783160961
74,-1,1,447.1061022073927
75,-1,0,451.6302433765874
76,-1,0,456.7515399582518
77,-1,0,459.5441527157482
78,-1,0,466.05090188659995
79,-1,0,469.1021601883628
80,-1,0,475.8869298216991
81,-1,1,474.36079934725694
82,-1,0,476.6880518041228
83,-1,0,483.20404895621033
84,-1,0,485.8470912179737
85,-1,0,488.19574493180573
86,-1,1,493.8326792074283
87,-1,0,494.0027470448753
88,-1,0,496.4800718075343
89,-1,0,2.002169474165568
90,-1,2,2.0033290075652856
91,-1,0,2.100521089167304
92,-1,0,5.185702154200237
93,-1,0,11.927003471052465
94,-1,1,20.265033117358705
95,-1,0,20.47301444009131
96,-1,0,24.308589560426533
97,-1,0,30.7817884894716
98,-1,0,35.59669706226091
99,-1,0,38.65663611598692
100,-1,0,43.83100669556659
101,-1,1,48.92895493279461
102,-1,0,56.28315922411164
103,-1,0,55.01172603390034
104,-1,0,57.599301542327694
