step,opt_time,step_time,diff_norm
0,-1,9,9.526852999906138e-7
1,-1,6,2.001771742016282
2,-1,1,2.001771742414443
3,-1,0,2.001771742414443
4,-1,0,2.0017717423529007
5,-1,0,2.0017717423529007
6,7,0,2.001771742340314
7,-1,5,2.001638029677479
8,-1,0,2.0016380300084347
9,-1,1,2.0016380300084347
10,-1,0,2.0016380299687024
11,-1,0,2.0016380299687024
12,7,1,2.0016380299450924
13,-1,3,2.001514150019068
14,-1,0,2.0015141502960647
15,-1,1,2.0015141502960647
16,-1,0,2.0015141502679894
17,-1,0,2.0015141502679894
18,4,0,2.001514150231142
19,-1,4,5.003299713601718
20,-1,0,5.003299714012522
21,-1,0,5.003299714012522
22,-1,0,5.003299714003413
23,-1,1,5.003299714003413
24,5,0,5.003299713974934
25,-1,4,2.0011486425537863
26,-1,0,2.0011486427204974
27,-1,0,2.0011486427204974
28,-1,0,2.0011486426953726
29,-1,0,2.0011486426953726
30,4,0,2.0011486426429315
31,-1,3,3.001560933685393
32,-1,0,3.001560933865137
33,-1,0,3.001560933865137
34,-1,0,3.0015609338417613
35,-1,0,3.0015609338417613
36,4,1,3.001560933819727
37,-1,3,2.000942404372427
38,-1,0,2.0009424045080735
39,-1,0,2.0009424045080735
40,-1,1,2.0009424044623727
41,-1,0,2.0009424044623727
42,4,0,2.0009424044391304
43,-1,3,3.0012806015884124
44,-1,0,3.0012806017285993
45,-1,0,3.0012806017285993
46,-1,0,3.001280601682433
47,-1,1,3.001280601682433
48,4,0,3.0012806016735394
49,-1,2,2.0007731940305358
50,-1,0,2.000773194159373
51,-1,0,2.000773194159373
52,-1,1,2.000773194067783
53,-1,0,2.000773194067783
54,3,0,2.0007731940633504
55,-1,2,2.00071441848529
56,-1,0,2.0007144186154058
57,-1,0,2.0007144186154058
58,-1,0,2.0007144184956376
59,-1,0,2.0007144184956376
60,3,1,2.0007144185013783
61,-1,3,1.000336632124908
62,-1,0,1.0003366323183434
63,-1,0,1.0003366323183434
64,-1,0,1.0003366320132796
65,-1,0,1.0003366320132796
66,3,0,1.0003366320668434
67,-1,3,1.0003236113013405
68,-1,0,1.0003236114997374
69,-1,0,1.0003236114997374
70,-1,0,1.0003236111441276
71,-1,0,1.0003236111441276
72,3,0,1.0003236112234821
73,-1,3,0.000003581302893739338
74,-1,0,0.000003581302893739338
75,-1,1,0.000005675171963346933
76,-1,0,0.000005675171963346933
77,4,0,0.000006294736746586697
78,-1,2,1.0003111050342481
79,-1,1,1.0003111052322147
80,-1,0,1.0003111052322147
81,-1,1,1.000311104800193
82,-1,0,1.000311104800193
83,4,0,1.0003111049243825
84,-1,3,0.00005757011343454968
85,-1,0,0.00005757011343454968
86,-1,0,0.00005823121403755122
87,-1,0,0.00005823121403755122
88,4,1,0.000063050301032854
89,-1,3,9.527454662200824e-7
90,-1,0,9.527454662200824e-7
91,-1,0,0.00000499456349543293
92,-1,0,0.00000499456349543293
93,4,1,0.000005570928207639612
