step,opt_time,step_time,diff_norm
0,-1,5,0.000006938370329348907
1,-1,4,0.000006938370329348907
2,-1,1,0.000008379199457290659
3,-1,0,0.000008379199457290659
4,11,0,0.000015191273458834984
5,-1,4,2.0004460538174107
6,-1,0,2.0004460541333895
7,-1,1,2.0004460541333895
8,-1,0,2.0004460525045333
9,-1,0,2.0004460525045333
10,6,1,2.0004460541588096
11,-1,4,1.0002364227644558
12,-1,0,1.000236423039347
13,-1,1,1.000236423039347
14,-1,1,1.0002364213004271
15,-1,0,1.0002364213004271
16,6,0,1.0002364231133196
17,-1,3,2.0005014290510013
18,-1,1,2.000501429609207
19,-1,0,2.000501429609207
20,-1,0,2.0005014283262508
21,-1,0,2.0005014283262508
22,4,0,2.0005014295662833
23,-1,3,1.0002658525338193
24,-1,1,1.00026585276535
25,-1,0,1.00026585276535
26,-1,0,1.0002658499548738
27,-1,0,1.0002658499548738
28,4,0,1.0002658528867385
29,-1,3,2.00056399920621
30,-1,1,2.0005639993442585
31,-1,0,2.0005639993442585
32,-1,0,2.0005639989760304
33,-1,0,2.0005639989760304
34,4,0,2.0005639990891444
35,-1,2,2.0006101510213865
36,-1,0,2.000610151154645
37,-1,1,2.000610151154645
38,-1,0,2.0006101509059695
39,-1,0,2.0006101509059695
40,3,0,2.0006101509676757
41,-1,3,3.0010101856460927
42,-1,0,3.001010185765256
43,-1,0,3.001010185765256
44,-1,1,3.0010101856625364
45,-1,0,3.0010101856625364
46,4,0,3.001010185680381
47,-1,3,2.000743228250875
48,-1,0,2.000743228370987
49,-1,0,2.000743228370987
50,-1,0,2.0007432282569084
51,-1,0,2.0007432282569084
52,4,1,2.0007432282724373
53,-1,2,1.0003942852964571
54,-1,1,1.0003942854455135
55,-1,0,1.0003942854455135
56,-1,0,1.000394285241554
57,-1,0,1.000394285241554
58,3,0,1.0003942852715668
59,-1,3,2.0008368768114315
60,-1,0,2.0008368769296268
61,-1,0,2.0008368769296268
62,-1,1,2.0008368768623894
63,-1,0,2.0008368768623894
64,4,0,2.000836876865165
65,-1,2,1.0004439934229516
66,-1,0,1.0004439935469576
67,-1,0,1.0004439935469576
68,-1,1,1.0004439934320928
69,-1,0,1.0004439934320928
70,4,1,1.0004439934355154
71,-1,3,1.0004619253242344
72,-1,0,1.0004619254405382
73,-1,0,1.0004619254405382
74,-1,0,1.0004619253468685
75,-1,1,1.0004619253468685
76,4,0,1.0004619253459528
77,-1,3,2.0009804776579685
78,-1,0,2.0009804777856157
79,-1,1,2.0009804777856157
80,-1,0,2.0009804777564772
81,-1,0,2.0009804777564772
82,4,0,2.000980477750839
83,-1,3,2.0010612608912566
84,-1,1,2.0010612610318756
85,-1,0,2.0010612610318756
86,-1,0,2.0010612610131115
87,-1,0,2.0010612610131115
88,4,0,2.0010612610040406
89,-1,3,2.0011486519756283
90,-1,0,2.0011486521353463
91,-1,0,2.0011486521353463
92,-1,0,2.001148652121933
93,-1,1,2.001148652121933
94,4,0,2.001148652110254
95,-1,2,1.0006093590135219
96,-1,0,1.0006093591259249
97,-1,1,1.0006093591259249
98,-1,0,1.0006093591012477
99,-1,0,1.0006093591012477
100,3,0,1.0006093590786067
101,-1,3,1.0006339175182515
102,-1,0,1.0006339176365606
103,-1,0,1.0006339176365606
104,-1,0,1.0006339176123407
105,-1,1,1.0006339176123407
106,4,0,1.0006339175924281
107,-1,2,1.0006594495254677
108,-1,1,1.0006594496521066
109,-1,0,1.0006594496521066
110,-1,0,1.0006594496258676
111,-1,0,1.0006594496258676
112,3,0,1.000659449610005
113,-1,2,1.0006859909358958
114,-1,0,1.0006859910734407
115,-1,0,1.0006859910734407
116,-1,0,1.000685991042001
117,-1,0,1.000685991042001
118,3,1,1.0006859910307204
119,-1,2,1.0007135788159127
120,-1,1,1.0007135789671087
121,-1,0,1.0007135789671087
122,-1,0,1.0007135789259942
123,-1,0,1.0007135789259942
124,3,0,1.000713578919742
125,-1,3,1.0007422514363558
126,-1,0,1.0007422516041382
127,-1,0,1.0007422516041382
128,-1,0,1.0007422515467888
129,-1,0,1.0007422515467888
130,3,0,1.0007422515467843
131,-1,2,1.0007720483050482
132,-1,0,1.00077204849257
133,-1,0,1.00077204849257
134,-1,0,1.0007720484093579
135,-1,1,1.0007720484093579
136,3,0,1.0007720484181826
137,-1,2,1.0008030102003513
138,-1,1,1.0008030104110153
139,-1,0,1.0008030104110153
140,-1,0,1.0008030102881866
141,-1,0,1.0008030102881866
142,3,0,1.0008030103102226
143,-1,2,1.0008351792051544
144,-1,1,1.000835179442653
145,-1,0,1.000835179442653
146,-1,0,1.0008351792615182
147,-1,0,1.0008351792615182
148,3,0,1.000835179303269
149,-1,3,0.000001942015878777914
150,-1,0,0.000001942015878777914
151,-1,0,0.000002375691765454234
152,-1,0,0.000002375691765454234
153,3,0,0.000004277003809527926
154,-1,2,1.0008685987840895
155,-1,0,1.0008685992352226
156,-1,0,1.0008685992352226
157,-1,0,1.0008685990420445
158,-1,0,1.0008685990420445
159,4,0,1.0008685988304002
160,-1,2,1.0009033136835566
161,-1,0,1.0009033141332557
162,-1,0,1.0009033141332557
163,-1,1,1.0009033139274661
164,-1,0,1.0009033139274661
165,3,0,1.0009033138012575
166,-1,2,9.553700179363892e-7
167,-1,0,9.553700179363892e-7
168,-1,0,0.0000021120211931048394
169,-1,1,0.0000021120211931048394
170,3,0,0.0000029604742942419338
171,-1,3,0.0000014024866074508868
172,-1,0,0.0000014024866074508868
173,-1,1,0.0000021100313605537727
174,-1,0,0.0000021100313605537727
175,4,0,0.0000034506415343275935
