step,opt_time,step_time,diff_norm
0,-1,5,0.5267640560577636
1,-1,1,0.5156695995917974
2,-1,0,0.5179489283362064
3,-1,1,0.5174174116676955
4,-1,0,0.5174661507511783
5,-1,1,0.5175461110732578
6,-1,1,1.6172347547328108
7,-1,1,1.2629517768450904
8,-1,0,1.2639118079384823
9,-1,1,1.2661327292451303
10,-1,0,1.2700252584081
11,-1,0,1.2734156487388577
12,-1,0,1.3581550017338584
13,-1,1,1.6917499594366008
14,-1,0,1.8198938506907198
15,-1,0,1.8130662852549324
16,-1,0,1.812173206625112
17,-1,0,1.8123522950216389
18,-1,0,1.8122402584539672
19,-1,1,1.8122889035723921
20,-1,0,1.8122762293723853
21,-1,0,1.8122817764903512
22,-1,0,1.8122818154838305
23,-1,0,1.8122818154838305
24,-1,1,1.8122830290496983
25,-1,0,1.8122957564464663
26,-1,0,1.8122928597881753
27,-1,0,1.812294785923305
28,-1,0,1.81229479500703
29,-1,0,1.81229479500703
30,-1,1,1.8185488760816728
31,-1,0,1.8149978227928931
32,-1,1,1.6365424837609328
33,-1,1,1.6925045757517068
34,-1,0,1.6781451876974374
35,-1,0,1.6844921314457009
36,-1,0,1.689678833719989
37,-1,0,1.692182390091813
38,-1,1,1.70246416254251
39,-1,0,1.8933023030384566
40,-1,0,2.191489272675519
41,-1,0,2.2373721296513214
42,-1,1,2.243530494361856
43,-1,0,2.2431578914500685
44,-1,0,2.243299903250662
45,-1,1,2.2432834557446144
46,-1,0,2.2432580145268606
47,-1,0,2.243267360210799
48,-1,0,2.243267360210799
49,-1,0,2.245474051940443
50,-1,0,2.2425765598423433
51,-1,1,2.241851531907841
52,-1,0,2.241805623038239
53,-1,0,2.2417285937934537
54,-1,0,2.241802457762726
55,-1,0,2.2417880782679265
56,-1,0,2.2417880140908872
57,-1,0,2.2417880140908872
58,-1,0,2.241807226255614
59,-1,1,2.24179451659746
60,-1,0,2.241788027464736
61,7,0,2.241788021400571
62,-1,2,2.6057089950530363
63,-1,0,2.700519089738534
64,-1,0,2.6950722738530186
65,-1,0,2.713374372731772
66,-1,0,2.729569692103558
67,-1,1,2.8352903612912663
68,-1,0,3.4514853734104167
69,-1,0,3.5082801014681015
70,-1,0,3.5118136240365163
71,-1,1,3.512293980933255
72,-1,0,3.512121798840414
73,-1,0,3.51216180672301
74,-1,0,3.5121551072111137
75,-1,0,3.5121551072111137
76,-1,1,3.5124006735129796
77,-1,0,3.512197587615182
78,-1,0,3.5121595085127977
79,-1,0,3.512154038593368
80,-1,0,3.5121549002150716
81,-1,0,3.5121551241130655
82,-1,0,3.5121551241130655
83,-1,1,3.5124025634582403
84,-1,0,3.5121476644544303
85,-1,0,3.512165115037666
86,-1,0,3.512155873473859
87,-1,0,3.512153855373678
88,-1,0,3.5121551548007206
89,7,0,3.5121551176823895
90,-1,2,2.600816301723667
91,-1,0,2.69247456488278
92,-1,0,2.687796715345436
93,-1,0,2.7025568748069126
94,-1,1,2.7193460988282894
95,-1,0,2.8243318871148193
96,-1,0,3.2999002206177135
97,-1,0,3.4695360685546235
98,-1,0,3.47270842436746
99,-1,1,3.471082145086578
100,-1,0,3.47165884843598
101,-1,0,3.4714228165334933
102,-1,0,3.471419651174159
103,-1,0,3.4714404675890402
104,-1,0,3.4714356264571347
105,-1,1,3.471435194623118
106,-1,0,3.471435194623118
107,-1,0,3.471434670353711
108,-1,0,3.4714351939152555
109,-1,0,3.4714351938965486
110,-1,0,3.4714351938965486
111,5,0,3.4714351938966206
112,-1,1,3.064948585858013
113,-1,0,3.1921419979528736
114,-1,0,3.2147802861228545
115,-1,0,3.230969023708674
116,-1,0,3.275029668792938
117,-1,0,4.152801757514058
118,-1,1,3.892480964346075
119,-1,0,3.970163648275242
120,-1,0,4.121135155853893
121,-1,0,4.124089314933618
122,-1,0,4.1231684050671005
123,-1,1,4.12341436803619
124,-1,0,4.123443521827934
125,-1,0,4.123434389453797
126,-1,0,4.123436191089205
127,-1,0,4.123436191089205
