step,opt_time,step_time,diff_norm
0,-1,6,0.7501042571756156
1,-1,4,0.7501040521156094
2,-1,0,0.7501040619376692
3,-1,0,0.7501040619376692
4,-1,2,0.7501040452418227
5,-1,0,0.7501040454595904
6,-1,1,0.7501040454595904
7,-1,3,0.7501040450485702
8,16,0,0.7501040450963736
9,-1,9,3.0000328171399864
10,-1,0,3.0000025016411187
11,-1,1,3.0000004874254986
12,-1,0,3.000000010699711
13,-1,0,3.0000000066610637
14,-1,0,3.0000000066610637
15,-1,2,3.000000000437154
16,-1,0,3.0000000000131157
17,-1,6,5.250020204533469
18,-1,0,5.250001464973566
19,-1,0,5.250000291551247
20,-1,2,5.250000221538975
21,-1,0,5.250000001022217
22,-1,0,5.250000001022217
23,-1,1,5.250000000004432
24,-1,1,5.250000000035539
25,-1,0,5.250000000035539
26,-1,0,5.250000000000836
27,11,1,5.250000000000153
28,-1,4,3.750026766928217
29,-1,1,3.7500053610749866
30,-1,1,3.7500002811342865
31,-1,0,3.7500000118132135
32,-1,5,3.7500004984968123
33,-1,0,3.7500004984968123
34,-1,2,3.7500000002289537
35,-1,1,3.7500019782028695
36,-1,0,3.750000117368463
37,-1,0,3.750000105901954
38,-1,4,3.750000047982431
39,-1,0,3.750000047982431
40,-1,1,3.7500000163244067
41,-1,0,3.7500000163244067
42,-1,2,3.750000045997897
43,-1,0,3.7500000221449636
44,-1,1,3.7500000223501924
45,-1,0,3.7500000378216343
46,-1,0,3.750000045855873
47,-1,1,3.750000045855873
48,-1,2,3.7500000458114138
49,11,0,3.7500000463265946
50,-1,3,2.2500046552254243
51,-1,0,2.2500000096489186
52,-1,2,2.250000000070309
53,-1,0,2.2500000000001
54,-1,0,2.2500000000000053
55,-1,0,2.2500000000000053
56,-1,0,2.25000000479898
57,-1,0,2.25000000479898
58,-1,1,2.250000000000765
59,7,1,2.250000000001517
60,-1,3,3.750017033778615
61,-1,1,3.7500005936564538
62,-1,0,3.75000000040152
63,-1,0,3.750000000367408
64,-1,0,3.750000000367408
65,-1,1,3.7500000000601164
66,-1,4,3.750008329146565
67,-1,1,3.750000208026481
68,-1,0,3.7500000048646056
69,-1,1,3.7500000006391683
70,-1,0,3.7500000002977774
71,-1,0,3.7500000002977774
72,-1,1,3.7500000001810725
73,-1,0,3.7500000001810725
74,-1,1,3.7500000001133222
75,8,0,3.7500000000921943
76,-1,3,7.500046718862936
77,-1,1,7.500000534146388
78,-1,0,7.5000000719400886
79,-1,1,7.500000006221517
80,-1,0,7.500000006221517
81,-1,1,7.5000000010576136
82,-1,1,7.500000000293048
83,-1,0,7.500000000293048
84,-1,0,7.50000000001242
85,7,0,7.500000000000465
86,-1,3,4.500000003478754
87,-1,0,4.500000000000052
88,-1,1,4.5000000001069935
89,-1,0,4.500000000009984
90,-1,0,4.500000000009984
91,-1,1,4.500000000387225
92,-1,0,4.500000000387225
93,-1,2,4.5000000000036025
94,7,0,4.5000000000009726
95,-1,3,3.7500181829436983
96,-1,0,3.7500008881718316
97,-1,1,3.750000068425035
98,-1,0,3.7500000039059906
99,-1,0,3.750000000656349
100,-1,0,3.750000000656349
101,-1,1,3.7500000001711205
102,-1,0,3.7500000001711205
103,-1,1,3.750000000130897
104,-1,1,3.750000000001281
105,-1,0,3.750000000001281
106,-1,1,3.7500000000003335
107,-1,0,3.7500000000010405
108,-1,3,3.750006112672343
109,-1,2,3.7500000649227165
110,-1,0,3.7500000007925105
111,-1,0,3.7500000000436224
112,-1,0,3.7500000000436224
113,-1,1,3.7500000004344036
114,-1,0,3.7500000004344036
115,-1,2,3.7500000000805955
116,8,0,3.750000000000237
117,-1,4,2.250000024981806
118,-1,1,2.250000000004551
119,-1,0,2.2500000000120783
120,-1,0,2.2500000000703753
121,-1,0,2.2500000000703753
122,-1,2,2.2500000000078266
123,-1,0,2.2500000000078266
124,-1,0,2.2500000000001625
125,8,1,2.250000000000105
126,-1,3,3.000000042163073
127,-1,1,3.000000034433138
128,-1,1,3.0000000036277727
129,-1,0,3.0000000036277727
130,-1,1,3.0000000001190896
131,-1,0,3.0000000004876073
132,-1,0,3.0000000004876073
133,-1,1,3.0000000000035905
134,7,0,3.000000000008602
135,-1,2,3.0000415275260637
136,-1,1,3.000003320685411
137,-1,0,3.0000000019109687
138,-1,0,3.000000052761317
139,-1,0,3.000000052761317
140,-1,2,3.000000001627883
141,-1,0,3.0000000000160685
142,-1,0,3.0000000000160685
143,-1,1,3.0000000002029394
144,6,0,3.0000000000170126
145,-1,4,2.250000449900954
146,-1,0,2.2500001385766666
147,-1,1,2.250000000293646
148,-1,0,2.2500000003739755
149,-1,0,2.2500000003739755
150,-1,0,2.25000000003123
151,-1,0,2.25000000003123
152,-1,1,2.2500000000023155
153,6,0,2.2500000000031957
154,-1,3,1.5000000026740927
155,-1,1,1.5000000000124019
156,-1,0,1.5000000000130915
157,-1,1,1.5000000000127185
158,-1,0,1.5000000000129472
159,-1,0,1.5000000000129472
160,-1,1,1.5000000000557474
161,-1,0,1.5000000000557474
162,-1,1,1.500000000013373
163,7,0,1.5000000000221572
164,-1,4,3.7500193548897913
165,-1,1,3.7500002790715734
166,-1,0,3.7500000025179006
167,-1,0,3.750000003898446
168,-1,0,3.750000003898446
169,-1,1,3.7500000000855844
170,-1,1,3.7500000000070375
171,-1,0,3.7500000000070375
172,-1,1,3.750000000000995
173,8,0,3.7500000000006546
174,-1,3,1.5000003313463328
175,-1,1,1.5000002081507917
176,-1,0,1.5000000384494332
177,-1,0,1.5000000384494332
178,-1,1,1.500000001274602
179,-1,1,1.5000000030706435
180,-1,0,1.5000000030706435
181,-1,0,1.5000000000064644
182,7,1,1.5000000000760438
183,-1,4,1.5000156052591427
184,-1,0,1.500007086428741
185,-1,1,1.5000001396568845
186,-1,0,1.5000001481516152
187,-1,0,1.5000001481516152
188,-1,0,1.5000000031520029
189,-1,0,1.500000007658974
190,-1,0,1.500000007658974
191,-1,1,1.5000000001368163
192,6,0,1.5000000002053726
193,-1,4,2.2501418207669723
194,-1,1,2.2500061016708517
195,-1,0,2.2500000847744395
196,-1,0,2.250000005203666
197,-1,0,2.250000008820512
198,-1,0,2.250000008820512
199,-1,1,2.2500000004030842
200,-1,1,2.2500000008888246
201,-1,0,2.2500000008888246
202,-1,1,2.250000000005296
203,8,0,2.2500000000081446
204,-1,3,1.5000022154222168
205,-1,1,1.5000000477341362
206,-1,0,1.5000000072082835
207,-1,1,1.5000000028318798
208,-1,0,1.5000000028318798
209,-1,1,1.500000000040468
210,-1,0,1.5000000004530365
211,-1,0,1.5000000004530365
212,-1,1,1.5000000000024851
213,7,0,1.5000000000000708
214,-1,4,2.250000503730037
215,-1,0,2.250000000007866
216,-1,1,2.2500000000030145
217,-1,0,2.250000000019808
218,-1,0,2.250000000019808
219,-1,0,2.2500000012437766
220,-1,0,2.2500000012437766
221,-1,1,2.2500000000001332
222,6,0,2.2500000000169145
223,-1,4,3.000009371675634
224,-1,1,3.0000000264694364
225,-1,0,3.000000077486813
226,-1,0,3.000000000814428
227,-1,0,3.000000000814428
228,-1,0,3.000000000230581
229,-1,0,3.000000000230581
230,-1,2,3.0000000000356075
231,7,0,3.0000000000045044
232,-1,4,2.250000004905399
233,-1,0,2.2500000000000617
234,-1,0,2.2500000001408216
235,-1,1,2.2500000000043716
236,-1,0,2.2500000000043716
237,-1,0,2.2500000003105067
238,-1,0,2.2500000003105067
239,-1,1,2.250000000000097
240,7,1,2.2500000000277858
241,-1,3,3.0000314290286063
242,-1,1,3.000002343709037
243,-1,1,3.000000005795052
